idx,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
label,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majors,10.151225157216,12.5295400607034,12.2275089839047,8.13382215740184,12.3633255940591,11.5336590588081,10.0696574508279,11.4691688475621,12.6849170852867,9.72677810489893,11.0435556491416,9.43336769141001,11.2638546953966,12.7404569825496,11.0472757077994,8.63543879759061,12.3347844828893,10.2316603467156,10.6583922929479,10.2248056979698,10.7616553177531,13.0126384397677,11.779379973779,11.4186259675261,11.4141943801297,9.23757554080618,13.2797141925457,12.3063755804313,11.8431678670611,12.8174044500807,8.92728422835036,12.6284677945757,12.6343168664753,15.1012353311858,11.344575778123,14.1414894445734,13.1503934636972,13.4859565733288,13.2382290268874,15.7849084172682,9.65213486062068,10.060463472459,12.2376138583804,12.7106104858906,10.2555839745719,11.2402936971594,5.43879159197459,11.2854535528561,13.0868931147814,11.2355008642423,12.1175823773541,11.6997223841281,13.3972139305089,8.24893114342087,14.632765325615,13.3633932632167,9.39499827844355,13.5478667827314,7.87324602939231,11.8513107763171,8.45994252382559,10.5179047766388,13.0229905402852,14.1252191899635,12.9423659405145,8.16390482012464,11.4468656052411,9.47208886416127,6.97662040446174,7.71661806838195,13.722030139668,12.784881140744,12.1454955102454,9.74016506356274,7.26093930248927,13.4158416910773,5.57181154083287,9.27335661827826,10.4808846445125,4.78703453254149,10.3251074092951,12.2349809919956,11.1664700387755,11.9094273955012,11.2867124641085,12.9448139852774,5.35623546478163,10.9233664532776,12.3809087308646,7.6754478553891,9.69484359293607,10.0426890084455,13.129865326432,8.28900485825179,11.1730079765975,7.71474951418626,10.8371149654349,11.7388499203171,9.87065110746415,10.4464024658787,13.9919303046123,12.2224585862803
minors,6.82294897441557,7.86777987370443,7.46818622243243,4.84458190690172,7.70160615656061,6.58816842939986,5.68955443810259,7.29359750643696,5.77819540399144,6.96858951217191,7.20935045833217,5.71690486347017,6.91313247654594,7.66363778320818,5.79475548035314,5.52875439438349,8.09013361788539,5.63890181232647,5.18601150688919,5.4979979420928,8.64789427418792,7.7100433440677,7.15860607403026,6.80765198743595,8.64836779303892,5.76528177523896,7.42332716555837,6.66627192064924,5.66651464550708,7.54418199674011,6.97501239829283,7.0819741843536,6.58904144597693,6.51010894618028,5.21612236684804,6.64760762161615,6.96452849639415,5.90368673870819,7.64977111327943,5.83622276153534,5.74059871940371,7.32564594430906,7.29717377900015,7.52292177071949,5.84867943870735,7.59765241756814,3.70913120910991,5.89887965771262,7.24495874204134,4.8597838240412,6.58145729415659,6.39120267418685,6.8663346219995,5.57585899615344,6.64500396954504,7.51773837353434,6.21264273429906,7.37566615919084,5.07324669970782,6.61584806631012,5.34140144948809,6.38049930980143,6.46467897092836,6.62670135742648,6.98295033026266,5.304461405951,7.24906401874496,4.06072542178808,4.29875925925794,4.06080626597875,7.18404362277259,7.46869989232145,7.72900413896986,6.40670930244241,4.35269674845839,7.1074148495961,3.59644319312671,4.40879572813871,7.05745476953274,2.66894976722064,6.99460288262057,7.08989446582643,6.45553499484451,7.36275025844939,7.10169724023214,6.63878186716596,3.71608303556918,7.06705943766596,7.74498110892654,4.765939593129,4.71651766198293,6.46815579031529,5.88966954392656,5.53267729537096,9.0517194893684,5.59585635497302,6.71377742668431,6.14076665035433,6.66264099598529,7.49272142196081,5.565244966963,7.2952185839898
area,54.3976909623046,77.4242863599403,71.7204508027278,30.9485892270976,74.7836217501197,59.6790201819458,44.9969249513432,65.6997354923368,57.5664884940893,53.2357985339835,62.530937960552,42.3562603415226,61.1577923634453,76.6849002691905,50.2782541709844,37.4974374594527,78.3749256194757,45.3138047045217,43.4125261854508,44.1519122762006,73.0935963998345,78.797431957047,66.2278684143009,61.0521657790525,77.5299129443331,41.8281274195585,77.4242863599403,64.4322164796229,52.7076656120194,75.9455141784408,48.9051085738777,70.2416786212282,65.3828557391583,77.2130331911546,46.4756971328427,73.8329824905843,71.9317039715134,62.530937960552,79.5368180477968,72.3542103090847,43.5181527698437,57.8833682472678,70.1360520368354,75.1005015032982,47.1094566391997,67.0728810894435,15.8439876589237,52.2851592744481,74.4667419969412,42.8843932634867,62.6365645449449,58.7283809224104,72.2485837246919,36.124291862346,76.3680205160121,78.9030585414398,45.8419376264858,78.4805522038685,31.3710955646689,61.5802987010166,35.490532355989,52.7076656120194,66.1222418299081,73.5161027374058,70.981064711978,34.0117601744895,65.1716025703727,30.2092031363478,23.5547283195998,24.6109941635281,77.4242863599403,74.9948749189053,73.7273559061914,49.0107351582705,24.8222473323137,74.8892483345125,15.7383610745308,32.1104816554186,58.0946214160534,10.0345255173183,56.7214758189467,68.1291469333717,56.6158492345539,68.8685330241215,62.9534442981233,67.4953874270148,15.632734490138,60.6296594414812,75.3117546720838,28.7304309548482,35.9130386935603,51.0176402617342,60.735286025874,36.0186652779531,79.431191463404,33.9061335900966,57.143982156518,56.6158492345539,51.6513997680911,61.4746721166238,61.1577923634453,70.0304254524426
perimeter,27.6541510292265,33.1570529143825,31.9636113141648,20.9619490745494,32.3799770387668,29.2146782994952,25.6586556367936,30.4164572055558,30.1505564109353,27.3712603340651,30.3304769319549,24.5000736221533,29.9659133749099,33.0460041123029,27.5967153884785,23.0268717023166,33.4658055523653,26.1408455480222,25.7456852380286,25.6441921672061,32.0441244238535,33.4703174759966,31.8496339864309,29.5064014064751,33.3515217487062,24.3614412349716,33.6034671993306,31.5888788603754,28.7323077685972,32.8089893188446,26.1443162539521,32.4234192634279,31.5799186271267,35.721749145141,27.2162281268493,34.176812535924,33.0821028126746,32.432333008933,34.4254058128221,36.0671095953267,24.8729499012714,28.9898862195394,31.345299286199,32.9877188673443,26.0947311256902,30.7622224978601,15.1730858339467,28.2642313238953,33.6651525910423,26.6018950166187,30.2179657207347,29.2075279649172,32.7752890565968,22.5148472735234,35.7261843977802,34.7325400303028,25.782151094009,34.0856742702945,21.0727937368956,29.9024806474309,22.3617925491455,27.4422966729945,31.7537059395018,33.9898366284152,33.2071521584264,22.1008207835644,30.2592041944911,22.4154168685104,18.4260248597926,19.286194981022,33.8476930178715,32.7324953022153,32.1594344309882,26.4713610001625,18.9479155010477,36.0431365793844,14.8902083387276,22.5506058399222,28.6128385757139,12.2832001262477,28.1471675776145,31.2463843833639,28.5658708887506,31.6997481404031,30.6068055953117,32.1397245706295,14.7766324136209,29.1799309715285,33.3692802644566,20.1453201709748,23.8749635872492,26.8500790712816,31.3513971938085,22.4258301944853,33.705866834067,21.7639123652376,28.9941966642554,29.8515272427192,26.969693225925,29.7790174822076,32.9141123804751,31.9378818719075
circularity,0.8938603408552,0.884983615598591,0.882147470029089,0.885089925928914,0.896320408777502,0.8786771474401,0.858864996553737,0.89239315364724,0.795772524566291,0.892943635521223,0.854173961397027,0.886732638750362,0.855867676445501,0.882433152608944,0.829612455761304,0.888672151913662,0.879395905189496,0.833299517596587,0.82303065528535,0.843686960344891,0.894524780558902,0.883898230172018,0.820430410180191,0.881208030568169,0.875886537708216,0.885670808663132,0.861626196953393,0.811417762872994,0.802310778156263,0.886597059358914,0.899103140881633,0.839628402874917,0.823856810531818,0.760387632773643,0.788460432330929,0.794323047026857,0.8259314399512,0.74704785981781,0.843373478409636,0.698957859769809,0.883945982334763,0.865507104761137,0.897028699521778,0.867257634719342,0.869385327631087,0.890679399585714,0.864821604169233,0.822458402114586,0.825678626912112,0.761524681389131,0.862000157918979,0.86510393935971,0.845174024457892,0.895511558692531,0.751879297140439,0.82192201368441,0.86663162159659,0.848844492575033,0.887759477139705,0.865440508381858,0.891885594595872,0.879513957402422,0.824078524210209,0.799639402011331,0.80888933459591,0.875028435482255,0.894444216679243,0.755536575732781,0.871815644284963,0.831468719231493,0.849237040254472,0.879595949327398,0.895821988202231,0.878918365787823,0.868816547844361,0.724409572509572,0.892006091632737,0.793487803948153,0.891710540929612,0.835763980763621,0.89967983935873,0.876886275921483,0.871872444894254,0.861229847669357,0.844487742094863,0.821106816120108,0.899692035864511,0.89480102404626,0.849921765566235,0.889618194128882,0.791729052508623,0.88928116322067,0.776492284399383,0.899995671254568,0.87859745262152,0.899526983962352,0.854197320610944,0.798389432364889,0.892359695421473,0.871134784817694,0.709410102543444,0.862748888282709
AR,1.48780610778136,1.59251278782969,1.63727960440736,1.67895234588029,1.60529184987308,1.75066244623299,1.76984991713797,1.57249818590072,2.1953077385587,1.39580299397882,1.53183781437315,1.65008302861349,1.62934165280519,1.66245552607734,1.90642655160425,1.56191398307784,1.52467005682328,1.81447747934704,2.05521956108063,1.85973254367529,1.24442494051694,1.68775165833276,1.64548514780158,1.67732222337452,1.31980908459016,1.6022765063245,1.78891673455521,1.84606564612395,2.09002686977108,1.69897869054846,1.27989510535284,1.78318466939291,1.9174741834701,2.31965938758157,2.17490598959592,2.12730507718134,1.88819580112361,2.28432794120098,1.73053923193947,2.70464460700531,1.68138121690959,1.37332100799582,1.6770347300208,1.68958429627202,1.75348710457597,1.47944300152088,1.46632493846982,1.91315202338477,1.80634473994176,2.31193428988767,1.84117009892517,1.8305979297733,1.95114492200608,1.47940095850908,2.20207021586127,1.77758158095281,1.5122386205431,1.83683297078859,1.55191468016837,1.79135171447898,1.58384322987675,1.64844540622105,2.01448371974069,2.1315611535947,1.85342374331735,1.53906385499679,1.57908187534849,2.33261003399495,1.62293815115063,1.90026747472083,1.91007054803659,1.71179473336292,1.57141790738699,1.52030701000427,1.66814729398755,1.88758387894576,1.54925609598988,2.1033763390515,1.48507995967028,1.79360233427194,1.47615348327348,1.72569296355097,1.72975129833441,1.61752429152872,1.58929789349054,1.94987789089739,1.44136592576469,1.54567349399361,1.59857184371889,1.61047946693548,2.05550880707614,1.55263560959406,2.22930424678436,1.49819055327644,1.23435199132282,1.37865395835799,1.61416059495242,1.91162611913282,1.48149226611668,1.39420670776052,2.51416251893182,1.67540676753729
roundness,0.672130591997109,0.627938442719082,0.610769227997539,0.595609519504076,0.622939685440414,0.571212344305303,0.565019660885767,0.635930781330095,0.455517002211516,0.716433482600179,0.652810624347469,0.606030110400123,0.613744820356325,0.601519850795381,0.52454158234342,0.640240122589495,0.655879608525627,0.551122850177156,0.486566018997116,0.537711728173426,0.803584022982209,0.592504231924647,0.607723504120368,0.596188368617778,0.757685343793894,0.624112003173488,0.558997509880546,0.541692546036826,0.478462748237074,0.588588900827935,0.781314027858808,0.560794413032078,0.521519407468775,0.431097774679144,0.45978998852534,0.470078321500078,0.529606092442812,0.437765516046812,0.577854567838526,0.369734344175903,0.594749120510586,0.728161874884129,0.596290572937389,0.591861561572539,0.570292189426635,0.675930062173395,0.681977080089455,0.522697615127725,0.553604180801192,0.432538244868796,0.543132870006837,0.54626960062379,0.512519592328305,0.675949271391433,0.454118126114741,0.562562084753369,0.661271300980834,0.544415314785359,0.644365320322576,0.55823766595766,0.631375619213156,0.606632161566353,0.496405103799361,0.469139718705036,0.539542025187479,0.649745620854754,0.633279385705891,0.428704320664928,0.616166425868428,0.526241707182254,0.523540871842626,0.584182192239512,0.63636795488912,0.657761881922254,0.599467447271753,0.529777781614936,0.645471076465935,0.475426095384787,0.67336441616384,0.557537186974013,0.67743633120211,0.579477358441734,0.578117791247162,0.618228737112135,0.62920866131882,0.512852627679045,0.693786346773438,0.646967166019174,0.625558371948814,0.620933095100468,0.486497550658735,0.64406612460824,0.448570445887967,0.667471836485066,0.810141683271662,0.72534517740117,0.619517043797911,0.523114844472638,0.674995086286357,0.717253757591136,0.397746761583602,0.596869977712887
solidity,0.976303317535545,0.993898305084746,0.996331621423331,0.991539763113367,0.998589562764457,1.00266193433895,0.986111111111111,0.990445859872612,0.989110707803993,0.982456140350877,0.96969696969697,0.987684729064039,0.996557659208262,0.977119784656797,0.98043254376931,0.969945355191257,0.976315789473684,0.990762124711316,0.996363636363636,0.978922716627635,0.989985693848355,0.991362126245847,0.95361216730038,0.996551724137931,0.974120769741208,0.986301369863014,0.991210277214334,0.975219824140687,0.983251231527094,0.98224043715847,0.978858350951374,0.96028880866426,0.999192897497982,0.978580990629183,1.00342075256556,0.995726495726496,0.993435448577681,0.987489574645538,1.00534045393858,0.993473531544598,0.991576413959086,0.989169675090253,1.00075357950264,1.00211416490486,0.982378854625551,0.9921875,0.996677740863787,0.978260869565217,0.98326359832636,0.996319018404908,1.00936170212766,0.98932384341637,1.00662251655629,0.982758620689655,0.983673469387755,0.941992433795713,0.989737742303307,0.991989319092123,0.99,0.992340425531915,0.994082840236686,0.998,0.985051140833989,0.997849462365591,0.975326560232221,0.990769230769231,0.996768982229402,1,1.01133786848073,0.981052631578947,1.00479780671693,0.984743411927878,0.982406755805771,0.986184909670563,0.989473684210526,0.952316991269308,0.973856209150327,0.993464052287582,1,0.969387755102041,0.986225895316804,1.01255886970173,0.988929889298893,1.0147859922179,0.994991652754591,0.981566820276498,1.02068965517241,1.00701754385965,0.989590562109646,1.01303538175047,0.970042796005706,0.975757575757576,0.978723404255319,0.984126984126984,0.997347480106101,0.968325791855204,0.968666069829902,0.991674375578168,0.996941896024465,0.981450252951096,0.978040540540541,0.999246420497363
nucl_std_in,984.942105648336,227.690122458474,220.974570298799,534.333115089411,1532.25206899385,198.180788449746,457.902109896862,415.736469762542,2483.39936438521,240.235810649034,1446.61709684964,1386.28813663702,224.957339677031,349.108977341211,712.498002278444,913.65136369782,485.478512711966,445.597812123522,338.016512198065,500.714164896501,418.039316336208,213.095862972816,1481.57524851005,353.977631252802,212.958493468677,529.585509372782,264.250291572625,1332.89496964501,768.194857006529,872.451332560964,355.061675072631,622.777769898227,3951.76397142928,195.95529181425,1034.92539238281,221.821579940425,238.256583599643,621.610141058654,764.370498750262,300.41115337244,184.364680425692,825.055046524109,161.315105111592,425.72839648064,1073.88133619377,343.294981680776,1345.6127493065,2194.39499908256,440.450354222786,494.147116570743,589.79699699489,192.864217992249,92.0920717554092,220.304358230506,215.897938746397,349.956081051159,179.846803144783,268.895517856497,187.999136949284,154.822562498702,587.837407685927,973.538752346461,1019.85714527417,146.440964409632,91.315500414749,894.209561525576,144.53833501895,306.152026198793,1491.18491717061,672.302863356209,85.035735656977,169.76016783429,163.906123695182,184.406093805993,1973.26682319426,202.854567433212,469.377568619047,313.752767846355,222.547059237131,495.061668424362,133.702549896613,149.711280420663,305.267844491224,284.221909352858,98.891153350186,288.90663860465,331.54813856134,485.015762826099,154.005542486724,261.040337767402,489.82992653793,227.63862739403,214.453422508696,125.786772601346,112.599096626527,167.304082020111,498.325331701603,446.769034078003,291.379818562865,514.877705591299,238.052018384346,162.929943437192
